Name,Code,Brand,Price,Details,Product Details,Quantity,URL,image URL,Scraped Description
Ghalior Paris Blur Primer (Org)401294,121019255,Ghalior Paris,52.0,,"<p><strong>Product Description:<br></strong></p><p>The composition contains a mixture of:</p><p>Ginseng, wheat, barley, apple, peach.</p><p><strong>Efficiency:</strong></p><p>uniform complexion;</p><p>soft skin.</p><p>Reduce the appearance of pores.</p><p>Soft velvet feel.</p><p>Matte effect all day long.</p><p>Sponge reinforced for ease of use.</p><p>Improves the wear of foundation and concealer throughout the day.</p><p><strong>Directions for use:</strong> After pressing on the tube, apply a thin layer with the sponge by tamping.</p><p>For external use only.</p><p>Net Weight: 9ml 0.30 fl.oz.</p><p><strong>made in France.</strong></p>",12.0,https://www.maxfashion.com/sa/en/buy-ghalior-paris-blur-primer/p/167276249,https://media.centrepointstores.com/i/centrepoint/167276249-3701340401294-LS18290824_01-2100.jpg?$prodimg-d-prt-pdp-2x$&$quality-retina$&fmt=auto&sm=c,"Shop Ghali'or Paris Blur Primer Exclusive Online Shopping From Max Saudi ✓ Fast Delivery for Fashion Brands of Clothing, Dresses, Pants, Bags, Beauty, Shoes online in Jeddah, Riyadh ✓ Free Returns ✓ Cash On Delivery"
Ghalior Paris Cel Look Nail Polish (N 05 05),121019289,Ghalior Paris,27.8,,"<p>A premium gel formula with dual action to improve nail polish 
glossiness to gel-like shine and a very solid look and very durable 
stay.</p><p>EFFICIENCY:<br>
- Smooth application<br>
- Focused and firm glossiness<br>
- 100% Glossy after 3 days<br>
- 97% Stability after 3 days<br>
- Resistance lasts to 8 days</p>",6.0,https://www.amazon.sa/-/en/Ghalior-Paris-N%C2%B005-05-NAIL-POLISH/dp/B0BJD8Y7QD,https://m.media-amazon.com/images/I/41nLxBnKmmL._AC_SX679_.jpg,Ghali'or Paris N°05.05 NAIL POLISH GEL LOOK 11ML : Buy Online at Best Price in KSA - Souq is now Amazon.sa: Beauty
Ghalior Paris Camouflage Foundation 2 (N 511) Org 400327,121019376,Ghalior Paris,67.8,,"<p><strong>Product Description:<br></strong></p><p>Double use formula 2in1</p><p>Silicon components deliver to the skin a velvety touch & feel and keep moisturizing all day long.</p><p>The result is a stunning flawless skin, silky and naturally covered.</p><p><strong>Efficiency:</strong><br>- High coverage<br>- Long lasting wear.<br>- 12H tested<br>- Finish matte<br>- Enriched with vitamins C and E.<br>- Velvety look<br>- UV filter<br>- For all skin types<br>- Available in 4 shades</p><p><strong>INSTRUCTIONS FOR USE:</strong><br>Apply foundation abute 1gr evenly all over the face with a dense brush or beauty sponge.</p>",2.0,https://www.noon.com/saudi-en/foundation-camouflage-beige-clair-n-511/ZF014AA879716F7B25853Z/p/?o=zf014aa879716f7b25853z-1&shareId=c43820cf-3ecc-48eb-b8f6-ef6c1d203ba6,https://f.nooncdn.com/p/pzsku/ZF014AA879716F7B25853Z/45/1750163397/8e51e173-b38e-4ab4-9d2c-f80a7961923e.jpg?width=800,"Online shopping for Ghalior_Paris. Trusted Shipping to Riyadh, Jeddah and all KSA ✓ Great Prices ✓ Secure Shopping ✓ 100% Contactless ✓ Easy Free Returns ✓ Cash on Delivery. Shop Now"
Ghalior Paris Camouflage Foundation 2 (N 513) Org 400341,121019378,Ghalior Paris,67.8,,"<p><strong>Product Description:<br></strong></p><p>Double use formula 2in1</p><p>Silicon components deliver to the skin a velvety touch & feel and keep moisturizing all day long.</p><p>The result is a stunning flawless skin, silky and naturally covered.</p><p><strong>Efficiency:</strong><br>- High coverage<br>- Long lasting wear.<br>- 12H tested<br>- Finish matte<br>- Enriched with vitamins C and E.<br>- Velvety look<br>- UV filter<br>- For all skin types<br>- Available in 4 shades</p><p><strong>INSTRUCTIONS FOR USE:</strong><br>Apply foundation abute 1gr evenly all over the face with a dense brush or beauty sponge.</p>",2.0,https://ghalior-paris.com/en/XeOZdBN?srsltid=AfmBOop9T2vfkbkcWcek6gpHBN9pnrYlvRoWdZd7ERoCO0nO7XLYJTGX,https://cdn.salla.sa/AzEKGA/d40b5ce0-37fd-40e8-ba66-46f7b6c1ea8c-666.80923866553x1000-un8AVWNoQFGNX90soCbahl3r9H7i2RnNzZ65moIX.png,"French-made full-coverage foundation with a plant-based formula. Matte, hydrating, and long-lasting. Available in 7 shades for all skin tones."
Ghalior Paris Insta Mascara (Org) 400136,121019395,Ghalior Paris,58.0,,"<p><strong>Product Description</strong></p><p>Insta is the perfect mascara to use on all occasions.</p><p>Not
 only does it give you panoramic volume but it also gives you red carpet
 artist lashes thanks to its natural and synthetic waxes.</p><p>Insta
 mascara repairs eyelashes one by one, making them thicker and safer for
 use with sensitive eyes and contact lens materials.</p><p>Efficiency:</p><p>Additional volume by 131.6%.</p><p>Dark black, panoramic look, easy to apply formula, easy to remove with warm water.</p><p>Instructions
 for use: Apply the mascara slowly from the beginning of the eyelashes 
to the end, you can re-apply the mascara again to get more volume.</p>",6.0,https://ghalior-paris.com/en/nElyYZN?srsltid=AfmBOooJiXCFKuVOei6ARq-uYVH6q_Tpg4b0die18-ddS2WGOnJJ3AJi,https://cdn.salla.sa/AzEKGA/c4315fd6-7b36-48d3-a005-2c8f28cccee7-1000x1000-tp6M09JHiTYx7VFUu3XSi8w4TtbCh7onecGkeNDb.png,استمتعي بإطلالة عيون آسرة مع مسكرة انيستا، المصممة لتمنحك حجمًا بانوراميًا أكثر كثافة بنسبة 131.6%، مما يجعل رموشك تبدو أطول وأكثر امتلاءً.  مواصفات المنتج:حجم...
Ghalior Paris Smart Brow Mascara (N 30) Org 401386,121019403,Ghalior Paris,46.0,,,4.0,https://ghalior-paris.com/en/wWajpvy?srsltid=AfmBOoo4KcX6hv3dUwlovLcXyjabCAYlFNxf10UKKzSGTuZEPHMWwOz3,https://cdn.salla.sa/AzEKGA/4dd0385a-1510-469d-a079-5553e402775c-1000x1000-5LCV0HXXKk19fd8mw5nL3xWceJYBWdJCDqAGQg8h.png,احصلي على حواجب كثيفة ومتناسقة تدوم طوال اليوم مع مسكرة حواجب بشمع النحل من بيوتي ميكرز. هذه التركيبة الفريدة توفر لكِ تثبيتًا مثاليًا ومظهراً طبيعياً دون أن تث...
Titania Steel Nail File,121019436,Titania,12.0,,"<h3><strong>Product Description:</strong></h3><p><strong>The Titania nail file is made with a plastic handle and coated with 
micro-fine ruby dust to provide durability and long-term use.<br>
This file causes no tearing or blistering, and leaves your nails 100% intact.<br>
These nail files come with a built in cuticle pusher in a plastic handle.<br>
This double sided tool is designed to accommodate all your needs.<br>
Made of German quality stainless steel.</strong></p>",4.0,https://www.amazon.sa/-/en/Titania-1049-6-Nail-File/dp/B0002HP19Q,https://m.media-amazon.com/images/I/41YkTbQNI6L._AC_SY879_.jpg,Titania 1049/6 Nail File : Buy Online at Best Price in KSA - Souq is now Amazon.sa: Beauty
Cerave Sa Smoothing Cream 340 Ml,121019474,CeraVe,92.0,,"<p><strong>Product Description:</strong></p><p>Cerave Renewing Sa Cream (Pack of 2) - CeraVe Moisturizing Cream: 
Salicylic acid cream to improve skin texture - A salicylic acid cream 
can exfoliate, soften, and smooth rough and bumpy skin, such as scaly 
skin on your upper arms and thighs (and all the chicken skin in 
between). CeraVe SA Cream for Rough and Bumpy skin is designed to 
improve skin texture and soften very dry, rough skin. Formulated with 
salicylic acid and lactic acid to gently exfoliate dead skin cells and 
bumpy skin—as well as hydrating hyaluronic acid and calming 
niacinamide—our fragrance-free cream for rough and bumpy skin helps 
improve your overall skin texture. The ingredients in CeraVe SA Cream, 
which include three essential ceramides, work together to lock in 
moisture and help maintain your skin’s protective barrier. Plus, MVE 
technology continually releases moisturizing ingredients for all-day 
hydration. Lasting hydration supports your skin’s protective barrier, 
long after you’ve finished applying.</p><p>How To Use: Apply the salicylic 
acid cream to affected areas only, or as directed by a physician. Use a 
sunscreen or other sun protection to prevent sensitivity to the sun 
while using this product. Discontinue use if you experience any 
irritation or burning. Sunburn alert: This product contains an 
alpha-hydroxy acid (AHA) that may increase your skin’s sensitivity to 
the sun and particularly the possibility of sunburn. Use sunscreen, wear
 protective clothing, and limit sun exposure while using this product 
and for a week afterward.</p>",23.0,https://www.amazon.sa/-/en/Cerave-Sa-Smoothing-Cream-340G/dp/B07W8H8MBX?th=1,https://m.media-amazon.com/images/I/61cmhcKmgWL._AC_SX679_.jpg,Cerave Sa Smoothing Cream 340G : Buy Online at Best Price in KSA - Souq is now Amazon.sa: Beauty
Titania Nail Cutter Big Gold,121019511,Titania,20.0,,"<h3><strong>Product Description:</strong></h3><ul>
<li>Are you tired of having unkempt nails? Do you want your nails 
looking perfect without having to spend time and money going to a salon?
 .</li><li>Well, the titania nail clipper can do exactly that for you.</li><li>This
 nail clipper has been designed to allow you to cut your nails with 
precision and accuracy, to get that salon-like manicure at home.</li><li>They are quick, simple, and easy to use.</li><li>So next time you’re thinking of going to the salon, pick up your pair of titania nail clippers instead.</li></ul><p><strong>Features :</strong></p><ul>
<li>These nail clippers are made with stainless steel .</li><li>The product is water-resistant .</li><li>The pack contains one pair of nail clippers .</li><li>They have been expertly designed and have strong, sharp blades that cut through the nail with ease .</li><li>The product can be used for cutting both, fingernails and toenails .</li><li>The product comes in the color gold .</li><li>These nail clippers are suitable for use by both men and women .</li><li>The product is reusable .</li></ul><p><strong>How to use :</strong></p><ul>
<li>To open the clippers first lift the top part up and then rotate it so that the bottom of the lever is facing upwards </li><li>Then decide what order you will cut your nails in and how much you want to cut off .</li><li>Place the first fingernail between the two cutting blades of the nail cutter .</li><li>Squeeze down on the nail clipper to cut the nail.</li><li>Make the cut based on the length decided.</li><li>Do not straight away cut  your nails down to the skin.</li><li>There should be some white part left .</li><li>Keep in mind that the nail should be cut at an angle.</li><li>Furthermore, the whole nail should not be cut at once, it should be done with multiple small cuts.</li><li>This is to ensure that the shape of the fingernail is maintained .</li><li>The same can be followed when cutting the toenails</li><li>After you finish cutting, you can file your nails to smooth the edges and make any adjustments to the shape</li><li>You can also clip off any hangnails using this product, if required .</li><li>Ideally, nails should be cut every few weeks to avoid damage or breakage.</li><li>However, the product can be used as and when it is needed .</li><li>The product should be cleaned and disinfected after use .</li></ul><p><strong>Caution & warnings :</strong></p><ul>
<li>Keep out of the reach of children .</li><li>These
 nail clippers are in the size big and hence should not be used on small
 children or babies with small hands and feet, as it can easily injure 
them .</li><li>The blades of the nail clipper are sharp and can cut the skin, if not used cautiously .</li><li>The product should not be shared with other people for hygiene reasons .</li></ul>",0.0,https://www.amazon.sa/-/en/Titania-Large-Gold-Plated-Clipper/dp/B001QD1WAW,https://m.media-amazon.com/images/I/41dXqAmtLhL._AC_SY879_.jpg,Titania Large Gold Plated Nail Clipper : Buy Online at Best Price in KSA - Souq is now Amazon.sa: Beauty
Oral B Tb Rechargeable Battery Pro 3 D505 513,121019558,Oral B,273.0,,"<p><strong>Product Description</strong></p><ul>
<li>Round Head : Surrounds each tooth for superior cleaning.</li><li>Time Coaching : helps you brush the dentist recommended 2 minutes time.</li><li>Visible Pressure Sensor : alerts and protects your gums from over pressure.</li><li>Brushing Modes : Daily clean, Sensitivity, Whitening.</li></ul>",5.0,https://www.noon.com/saudi-en/oral-b-d505-513-3x-pro-3-3000-electric-rechargeable-toothbrush-powered-by-braun-3-modes-1-handle-with-travle-case-black/ZC7453A7DB3A804071627Z/p/?o=zc7453a7db3a804071627z-1&shareId=1e24155a-801a-4237-821f-69f800f14e43,https://f.nooncdn.com/p/pzsku/ZC7453A7DB3A804071627Z/45/_/1729413410/6a6d1269-cd55-4274-be34-0156cb9114e9.jpg?width=800,"Online shopping for Oral-B. Trusted Shipping to Riyadh, Jeddah and all KSA ✓ Great Prices ✓ Secure Shopping ✓ 100% Contactless ✓ Easy Free Returns ✓ Cash on Delivery. Shop Now"
Yardly Body Talc Powder Classic Men 250 Gm,121019632,Yardly,20.0,,,2.0,https://lemon.sa/en/yardley-london-deodorising-talc-powder-for-men-man-classic-250gm?srsltid=AfmBOopTYOLFLecY1MCI4T2ftAZu7kZbgmbBvXtHPzEPoQgT1CARABf4,https://lemon.sa/image/cache/catalog/-SH-%20Products/8%20May/03133375%20Yardley%20Deodorising%20Talc%20Powder%20For%20Men%20man%20Classic-1400x1400.jpg,Yardley London Deodorising Talc Powder For Men man Classic - 250gm - Yardley Deodorising Talc Powder For Men man Classic - 03133375 - Deodorants - Yardley London Deodorising Talc Powder For Men man Classic - 250gmStay fresh and confident throughout the da
Gillette Pro Shaving Foam Icy Cool 200 Ml,121019636,Gillette,30.0,,"<p><strong>Product Description:</strong></p><p>Gillette Pro Icy Cool Menthol Shave 
Gel leaves sensitive skin feeling smooth, cool and refreshed. This 
unique formula combines Gillette’s best shave gel with the feeling of a 
cooling aftershave for incredible skin comfort before, during and after 
your shave. To feel just-shaved smooth all day, use with a Gillette 
Fusion ProGlide FlexBall razor.</p><ul>
<li>Infused with Menthol</li><li>Infused with Aloe Vera</li><li>Leaves sensitive skin feeling smooth, cool and refreshed</li><li>Comfortable skin before, during and after the shave</li></ul><p><strong>How to use:</strong></p><p>Apply shave foam over wet skin before shaving. Rinse after shaving </p><p><strong>Caution & Warnings:</strong></p><p>Keep out of reach of children.pressurizedcontainer: protect from 
sunlight and do not expose to temperatures exceeding 50°c. Do not pierce
 or burn, even after use. Use only as directed. Intentional misuse by 
deliberately concentrating and inhaling contents can be harmful or 
fatal.</p>",1.0,https://www.amazon.sa/-/en/Gillette-Pro-Foam-Cool-200Ml/dp/B0CHRQCJ69,https://m.media-amazon.com/images/I/71s9LoGPAxL._AC_SX679_.jpg,Gillette Gillette Pro Foam Icy Cool 200Ml MEA : Buy Online at Best Price in KSA - Souq is now Amazon.sa: Beauty
Gillette Venus Smooth Sensitive 3Blades Razor 2 Up,121019642,Gillette,60.0,,"<p><strong xss=\""\\\"">Product Description:</strong></p><p>The pivoting, rounded head hugs curves and fits easily into hard-to-shave areas</p><p>Venus
 ergonomic handles are shaped to allow the razor to be held in multiple 
positions, and the soft-grip gel provides great control in wet and 
slippery conditions</p><ul>
<li>3 Bladed Razor </li><li>Made for sensitive skin</li><li>NEW Sustainable ecofriendly box packaging made from 65% recycled material</li></ul>",4.0,https://www.amazon.eg/-/en/Gillette-Venus-Sensitive-Disposable-Delivers/dp/B0039LMTBU,https://m.media-amazon.com/images/I/61Zmpa5AYFL._AC_SX679_.jpg,"Buy Gillette Venus Sensitive Disposable Razors for Women with Sensitive Skin, 6 Count, Delivers Close Shave with Comfort online on Amazon.eg at best prices. ✓ Fast and Free Shipping ✓ Free Returns ✓Cash on Delivery available on eligible purchase."
Nexcare Cold Hot Mini Pad,121019653,Nexcare,21.0,,"<p><strong>Product Description:</strong></p><ul>
<li>A soft, pliable, gel-filled pillow that chills in your freezer</li><li>Ideal for minor bumps, bruises, muscle aches, strains, sprains, tension headaches, minor burns and insect bites</li><li>Ideal for everyday use</li></ul><p>Nexcare™ ColdHot Therapy Pack Mini is intended to provide a superficial cold or heat. Cold therapy helps to reduce swelling, inflammation and pain. Heat therapy helps to reduce pain, soothes and relaxes. The gel is non-toxic and safe for whole family.</p><p>Ease pain and inflammation with the drug-free way of thermotherapy with our Nexcare Coldhot Therapy Packs. Our compresses can be used cold or hot and are a solution for those who prefer easy-to-use, drug-free therapy. The products are suitable for storage in the freezer or refrigerator, and can be heated in hot water or in microwave. Knead to distribute heat evenly! Always insert gel compress in the supplied cover or clean towel, when applying to the skin. Protective cover for the gel pack is included allowing quick/easy and comfortable application ensuring furthermore safety for your skin. Product maintains temperature for up to 20 minutes.</p>",10.0,https://www.amazon.sa/-/en/Nexcare-Reusable-cold-hot-compress-drug-free/dp/B07V2V8R29,https://m.media-amazon.com/images/I/81Q-0d92IEL._AC_SX679_.jpg,"Nexcare Cold Hot Therapy Pack Mini, 1 unit/Pack | Reusable small cold-hot compress for natural pain relief | natural drug-free therapy | Gel is Safe and non Toxic : Buy Online at Best Price in KSA - Souq is now Amazon.sa: Health"
Now Rosemerry Oil 30 Ml,121019720,NOW,100.0,,,9.0,https://www.amazon.sa/-/en/NOW-7600-Now-Rosemary-30ml/dp/B009K75JFK/ref=sr_1_1_sa_f3_0o_yalla?adgrpid=105574198493&dib=eyJ2IjoiMSJ9.Js5bz0QoYsW5VY1zf6L1InuJ4J5Lvl_Q_sPADO4YgY3nT8JsXe69VyTpXncqF2zlXmHMWyNtJzPV1p3-xM-YX7igervKCK0KdoPcEfhZdVZ6jzxVFgzkPrvdzm5pSZ0MdJRkaQvAeZCgPXjePy4pHJGP8zW_sbEc09GO2iYuZhDTjsT8YMku3FtesMakR2mJDrye1gsbt_UaavWAInnF9q5fgY-xh3yubCjXiMM5wo7l1cNtet6lvBR4_ZOk35Ber_RsEH6LbUlWeAcp-zGwez6nRgWoq3Thuma4m5LvqSs.9H1MZtszRm0FwMMfcYwUzG9w3HC2jlksPA8C3wkKBJ8&dib_tag=se&hvadid=669748601411&hvdev=c&hvlocphy=1012088&hvnetw=g&hvqmt=e&hvrand=8948552951141620117&hvtargid=kwd-2079647649522&hydadcr=1486_2297955&keywords=now%2Brosemary%2Boil%2B30ml&mcid=8323a090710f3ca282d75753fc0a1cbe&qid=1763503895&sr=8-1&th=1,https://m.media-amazon.com/images/I/61NDRhc9DsL._AC_SL1500_.jpg,Now Rosemary Oil 30ml : Buy Online at Best Price in KSA - Souq is now Amazon.sa: Health
Lee Stafford Cocol Oco Shampo 250 Ml,121019741,Lee Stafford,95.45,,"<p><strong>Product Description</strong></p><p>A moisturising Shampoo for dry, damaged hair – packed full of 
coconutty goodness and now blended with Agave Essence. Containing 
Coconut Oil, a natural nutrient that provides the essential proteins 
required for nourishing and repairing damaged hair.</p><ul><li>Cleansing</li><li>Moisturising</li><li>Smoothing</li><li>Enhances shine</li><li>New tropical Coconut and Agave fragrance</li></ul>",6.0,http://amazon.sa/-/en/Lee-Stafford-Coco-Loco-Shampoo/dp/B01EWSOJL6?th=1,https://m.media-amazon.com/images/I/61wtB9+EeWL._AC_SL1500_.jpg,Lee Stafford Coco Loco Shampoo - 250Ml : Buy Online at Best Price in KSA - Souq is now Amazon.sa: Beauty
La Roche Posay Anthelios Face Mist Spf 75 Ml,121019754,La Roche Posay,131.0,,"<p><strong xss=\""\\\"">Product Description:</strong></p><ul>             
<li>
                 Anthelios offers an assortment of sunscreens in 
multiple formulas for                 all skin types and tones| in 
serum| dry touch| lotion and spray                 textures.            
 </li>             
<li>                 A synergistic UVA/UVB filtering system to provide broad spectrum                 protection.             </li>             
<li>                 A powerful antioxidant complex to further protect the skin from free                 radicals.             </li></ul>",12.0,https://www.amazon.sa/-/en/Roche-Posay-Anthelios-Invisible-Sunscreen-SPF50/dp/B01N7H0PYQ/ref=sr_1_5?adgrpid=163985909883&dib=eyJ2IjoiMSJ9.HqOWkC--9iyUqDsEAQO9QPhCAl0iOYZD2f5JIazOaviuayPOG4aXldAwQT4kA7H_B1z0Ab0l05T1eB-7hqDJn-W8E6i5QW5HRufs0z4aAY6mVIGukpTGzUpaWz_d9KgCyJNfizPIAy83qIApTbRWTviuRidOKihPjNDGf5L4SoccAN0AmpfUA627KTts5vHZcgAywNlKwuOo-CAvD0__5ZgzvgpudHB32IGX4_zo9chQjAaVU25U8ZKBYI-BhdOb1Mw5o83oqzeY-A67mBk3B1S9_2Nsx05ZppxscqMpTOQ.2ULYnFHBRL5abuen4pYMweemNQkNQeWq5exCtLvPBxw&dib_tag=se&hvadid=705060794615&hvdev=c&hvlocphy=1012088&hvnetw=g&hvqmt=b&hvrand=14557834892199635547&hvtargid=kwd-2393549885997&hydadcr=13925_2346075&keywords=la+roche+posay+-+anthelios&mcid=0b06beb656293f42bb8b475b00085a04&qid=1763504144&sr=8-5,https://m.media-amazon.com/images/I/51dKB583ptL._AC_SL1080_.jpg,La Roche-Posay Anthelios Invisible Sunscreen Face Mist SPF50 For All Skin Types 75ml : Buy Online at Best Price in KSA - Souq is now Amazon.sa: Beauty
La Roche Posay Anthelios Uv Mune 400 Invisble Fluid 50 Ml,121019756,La Roche Posay,128.7,,"<p><strong>Product Description</strong></p><ul>  
<li>Provides very high protection against UVB rays, short UVA and long UVA  </li>  
<li> A face sunscreen with antioxidant action  </li>  
<li> Ideal for sensitive skin&nbsp;</li></ul>",14.0,https://www.amazon.sa/-/en/Roche-Posay-Anthelios-Invisible-Sunscreen-SPF50/dp/B01N7H0PYQ/ref=sr_1_9?adgrpid=98836601701&dib=eyJ2IjoiMSJ9.3IjQ1xjmOxklPfuZ4Uq0jAIloNjzBpsNeu5StPHHuGTlYV32AFN-6D2iCG2ri7wHMMGjwuaazOfbL_tU692vq4XfXlFRegDJgWSJBKXmUe6-suZaE-I3ertQOZjA0zxj6I96N_5j-maZgR2nqB26e01XC8g7aa5XXsASrrVE-r0PNOH3x4WnFg75jxYVJMcZC4YTXm807dxKJit_Q5Q_4ZOAnClgpIBAOyFXWlFxAn8NGl5ankQbn85dZII_ij98AFKGfOn43C82B0CjvY8Zg6WNXTDcGU0qGL7EZBmhJJk.xhZ5qXuL7nu3bZQKsn7OJMkUNG71_MXdi88SSrxD7Pw&dib_tag=se&hvadid=669620845107&hvdev=c&hvlocphy=9077026&hvnetw=g&hvqmt=b&hvrand=10149301399851382822&hvtargid=kwd-299709604286&hydadcr=13951_2345983&keywords=la+roche+posay+anthelios+spf+50&mcid=3cfa1436e00d3827a5b67811f6c6782a&qid=1763851630&sr=8-9,https://m.media-amazon.com/images/I/61ZIhKc-9TL._AC_SL1080_.jpg,La Roche-Posay Anthelios Invisible Sunscreen Face Mist SPF50 For All Skin Types 75ml : Buy Online at Best Price in KSA - Souq is now Amazon.sa: Beauty
Vichy Lift Active Collagen Specialist Day Cream 50 Ml,121019760,Vichy,216.53,,"<p><strong>Product Description:</strong></p><p>Vichy Collagen Specialist Liftactiv Night Cream is a treatment designed to regenerate during the night the collagen fibers that have been attacked during the day by the external elements. Its anti-wrinkle and anti-dark spot action is possible thanks to its high-performance formula enriched with anti-ageing Peptide to firm skin tissue and with pro-radiance Vitamin Cg and Resveratrol of natural origin to even out the complexion. The various active ingredients contained in this treatment make it possible to correct damage effectively, help to strengthen and protect the skin against external aggressions and instantly plump up for a healthy glow effect as soon as you wake up. Day after day, wrinkles and fine lines are smoothed and the face is redefined.</p>",3.0,https://www.whites.sa/ar-sa/vichy-liftactiv-collagen-specialist-day-cream-50-ml/?gad_source=4&gad_campaignid=23242167096&gbraid=0AAAABB-GewXpYtf4GpxvK5XKxmkIpRMWd&gclid=CjwKCAiAz_DIBhBJEiwAVH2XwKzPq2hOQdTfNlU9VjRploaHoxhK3DznmaD3BzLLbNuvjSW8WbzzIxoC_1MQAvD_BwE,https://cd3c14.cdn.akinoncloud.com/products/2025/09/09/17891/d538f53e-495b-40e3-8eaf-3e966da41963_size640x640_cropCenter.jpg,تسوق فيتشي ليفت اكتيف كريم نهار بالكولاجين لمقاومة التجاعيد و شد البشرة 50 مل أونلاين في المملكة العربية السعودية من وايتس. توصيل في نفس اليوم داخل الرياض. التوصيل متاح إلى جميع المدن. منتجات أصلية 100٪.
Royce Sunscreen SPF +50,121019773,Royce,165.0,,,2.0,https://www.amazon.sa/-/en/Royce-Derma-Sunscreen-Spf50-50g/dp/B086CB84LT,https://m.media-amazon.com/images/I/51FZOFKMReL._AC_SL1500_.jpg,"Royce Derma Sunscreen with Spf50,50g : Buy Online at Best Price in KSA - Souq is now Amazon.sa: Beauty"
Kooln Soothe Migraine Fever R114,121019786,Kooln Soothe,45.0,,"<p><strong>Product Description:</strong></p><p>Kool\'n\'Soothe Migraine and Fever Cooling Strips designed to 
provide immediate cooling relief to the severe discomfort associated 
with migraine and headaches. Comforting and soothing, they provide a 
gentle continuous cooling effect for up to 8 hours helping you through 
your migraine. Kool \'n\' Soothe migraine is non-medicinal so safe to use 
with pain relief medication to maximise your relief. For best results 
use at the first signs of migraine/ headache. Safe to use during 
pregnancy. Can also be used during the hot summer months to cool and 
refresh.</p>",5.0,https://www.amazon.sa/-/en/Kool-Soothe-Migraine-Cooling-4-Piece/dp/B07MWCH449,https://m.media-amazon.com/images/I/71qTfLI9wgL._AC_SL1400_.jpg,"Kool n Soothe Migraine and Fever Cooling Strips for Adults 4-Piece, Blue : Buy Online at Best Price in KSA - Souq is now Amazon.sa: Health"
La Roche Posay Effaclar Gel Moussant Foaming 200 Ml,121019806,La Roche Posay,103.47,,"<p><strong>Product Description:</strong></p><p>Gently purifies the skin thanks to cleansing agents selected to respect sensitive skin. Targets the excess of sebum and impurities with soothing, anti-irritant La Roche-Posay thermal spring water.<br><br>Benefits:<br>It eliminates impurities and excess sebum while leaving the skin clean and fresh.<br><br>How to use:<br>Use every morning and evening. Wet your hands, then take a small amount of gel and work up a lather. Apply to the face, massaging gently. Rinse well with water.</p>",3.0,https://care-window.com.sa/en/la-roche-posay-effaclar-purifying-foaming-gel-balances-skin-ph-200-ml/p169842694?srsltid=AfmBOorcBlYuBYtQjhR6fnzCQ4LzQmw2PqejDgZ42f1Z8kE_RW_dCVhf,https://cdn.salla.sa/OqAEQg/M6yFpjueOjxI7HEobGrbTchQgit6CuLGO9OcfRhk.jpg,
Cerave Hydrating Cleanser 236 Ml,121019983,CeraVe,66.7,,"<h1><strong>Product Description:</strong></h1><p>Developed with dermatologists, CeraVe Moisturizing Cleanser is a 
unique formula that cleanses, moisturizes, and helps restore the 
protective skin barrier with three essential ceramides (1, 3, 6-II). The
 formula also contains hyaluronic acid to help maintain skin\'s natural 
hydration. This moisturizing cleanser is designed to cleanse and refresh
 skin without over-stripping or leaving it tight and dry.&nbsp;</p><ul>
<li>Fragrance-free&nbsp;</li><li>Non-comedogenic&nbsp;</li><li>Non-drying&nbsp;</li><li>Gentle and non-irritating 
on skin&nbsp;</li></ul><h3><strong>CeraVe Hydrating Cleanser For Dry SkinCleans and purifies</strong></h3><ul><li>Removes dirt, make-up and impurities without weakening skin's natural protective barrier or drying it out.<br>Restores the skin's natural barrier and maintains its layers of hydration thanks to its gentle formula enriched with ceramides.<br>Rich in hyaluronic acid that moisturizes the skin.<br>Contains three essential ceramides that repair the skin barrier.<br><ul><li>Fragrance free.</li><li>It does not cause irritation or allergic reactions.</li><li>The first steps to starting a skincare routine.</li><li>Suitable fo dry skin.</li><li>It does not lead to the appearance of blackheads.</li><li>Non-drying.</li><li>Does not weaken the skin's protective barrier.</li><li>Developed in collaboration with dermatologists.</li></ul><h3>Information:</h3><ul><li>Fragrance free</li></ul><h3>Ingredients</h3></li></ul><ul><strong><p><b style=""background-color: initial;""></strong>AQUA / WATER / EAU, GLYCERIN, CETEARYL ALCOHOL, PEG-40 STEARATE, STEARYL ALCOHOL, POTASSIUM PHOSPHATE, CERAMIDE NP, CERAMIDE AP, CERAMIDE EOP, CARBOMER, GLYCERYL STEARATE, BEHENTRIMONIUM METHOSULFATE, SODIUM LAUROYL LACTYLATE, SODIUM HYALURONATE, CHOLESTEROL, PHENOXYETHANOL, DISODIUM EDTA, DIPOTASSIUM PHOSPHATE, TOCOPHEROL, PHYTOSPHINGOSINE, XANTHAN GUM, CETYL ALCOHOL, POLYSORBATE 20, ETHYLHEXYLGLYCERIN</p></b></ul>",9.0,https://niceonesa.com/en/cerave-hydrating-cleanser-for-dry-skin-236-ml-n18713,https://d1aq4ubbxe020v.cloudfront.net/image/product/18713/75777064_1723360070_6b037de471f322ec43ebb8f21b433b3e-680x680.png?format=auto&width=1200,
Blade L Carntine 200 Mg Green Tea Cherry 500,121020160,Blade,105.0,,,0.0,https://bladesport.eu/BLADE-L-Carnitine-100-000,https://bladesport.eu/img/21932/3735398/3735398.jpg?time=1712700905,
