PIM | Brand,UPC Code,Arabic Description,English Description,TAX  ,COST,GTIN (Internal ID),Category,Sub Category,Sub Sub Category,Image 1 URL,Image 2 URL,Image 3 URL
Beauty System,6955050960689,بيوتي سيستم غسول فم كبسولات بنكهه النعناع 12 قطعه × 13 مل,Beauty System Mouth Wash Capsules With Mint Flavor 12 Pieces x 13 ml,TAX 15%,6.31,,Oral Care,Mouth Fresheneres,Mouth Wash,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NjI3ODYzMTc4MjgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:c00e788789b0ab46bed4b811db5483c5bbb2f698002017369b98b04bfb4115e8/Ej2DfZ3aR7Ss1zVjmQLg",,
Beauty System,6955050960535,بيوتي سيستم غسول فم كبسولات بنكهه النعناع المنعش 12 قطعه × 13 مل,Beauty System Mouth Wash Capsules With Refreshing Mint Flavor 12 Pieces x 13 ml,TAX 15%,6.31,,Oral Care,Mouth Fresheneres,Mouth Wash,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NjI3ODYzMjE4MTAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:a9251550cbe003d0337dad7ce7b5df3d6044836b6d77c67078ba008c61d48e7c/iqBjAeeXQ92HTLXyuBZo",,
Beauty System,6955050960542,بيوتي سيستم غسول فم كبسولات بنكهه الفراوله 12 قطعه × 13 مل,Beauty System Mouth Wash Capsules With Strawberry Flavor 12 Pieces x 13 ml,TAX 15%,6.31,,Oral Care,Mouth Fresheneres,Mouth Wash,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NjI3ODYzMjE3NTksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:955260af2bfc881e391d0bd9d23c4244d784f1646b24134165bf224d245c581d/xRxR6eHlQAfrvLSHu6sg",,
Beauty System,6955050954978,بيوتي سيستم غسول فم كبسولات منعشه بنكهه النعناع المنعش 20 قطعه × 13 مل,Beauty System Mouth Wash Refreshing Capsules With Refreshing Mint Flavor 20 Pieces x 13 ml,TAX 15%,9.01,,Oral Care,Mouth Fresheneres,Mouth Wash,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NjI3ODY0NTE0NDUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:7fe4265fbb8064a8f0c0a5112d15029c11391ac120d54d7d3e1c1ca968866530/gv7xkG4zQK2nN8vmXgBg",,
Beauty System,6955050954985,بيوتي سيستم غسول فم كبسولات منعشه بنكهه الفراوله 20 قطعه × 13 مل,Beauty System Mouth Wash Refreshing Capsules With Strawberry Flavor 20 Pieces x 13 ml,TAX 15%,9.01,,Oral Care,Mouth Fresheneres,Mouth Wash,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NjI3ODY0NTE0OTMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:16c97e5737053a1f899571a73b6e0a113463edf17514274548f77016100e4769/oh8j8PwGQ3uVMtzkaVWn",,
Beauty System,6955050955432,بيوتي سيستم غسول فم بنكهه الشاي الاخضر الطبيعي 20 قطعه × 10 مل,Beauty System Mouth Wash Natural Green Tea Flavor 20 Pieces x 10 Ml,TAX 15%,8.56,,Oral Care,Mouth Fresheneres,Mouth Wash,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTkyMzk2OTA4MDIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:c65830ef655b8a649617b30f22586be667a27097189952195bb3e2283c3c5555/nEJ2bdeoR4aweJGo5TBc",,
Beauty System,632138145911,بيوتي سيستم مناديل لإزالة المكياج 25 منديل    لجميع انواع البشرة,Beauty System Make Up Remover Wipes 25Wipes for All Skin Types,TAX 15%,3.17,,Skin Care,Makeup Removers,Make Up Remover Wipes,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjQ1NTgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:d40c74eee4f57230566d9ce8f44916ec47337454ae03162da5aeeedabe8f077c/VmGiD7mQ4CXLI2D1Ng6c","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2OTAzNzIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:5d95287600f44dbe8b6d93614b08c620ae731fb0ddeacd490a98cf574f4b7ea3/Z8KHVQ2WVivpAPYvVQkm
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjQ1NzksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:d1051a9216636813841b022ac38ffae671b0d1280ba7b1e278eb18bb0a6b2cf8/Z8KHVQ2WVivpAPYvVQkm",
Beauty System,632138145829,بيوتي سيستم مناديل نسائية للمناطق الحساسة 25 قطعة  بالصبار و فيتامين اي,Beauty System Feminine Intimate Wipes 25pc  With Aloe Vera & Vitamin-E,TAX 15%,8.13,,Personal Care,Feminine Care,Feminine Wipes,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMjkxOTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:278bc86064dd8ff8ca17322b48f1c0c49202a17e017176938c2a62f1b44d70a6/424ZQ1VRRHefpxSiZEmc",,
Bee My Rose,8809721160213,بي ماي روز تونر للوجه 100 جرام ماء ازهار الورد من بروفانس,Bee My Rose Face Toner 100g Provence Rose Petal Water,TAX 15%,24.62,,Skin Care,Face Care,Face Toner,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMyNzgxODU1NDUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:1aad9386d97623db2880f24291577df56099f0942b645161bf576d3cb8c1d6ff/nf8UV22DTM6b1sE5Mz2D",,
Best Clean,6287028280162,بست كلين غسول لليدين 500 مل شاي انغستوفوليا,Best Clean Hand Wash 500ml Tea Angusifolia,TAX 15%,7.21,,Body Care,Bath & Body,Hand Wash,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2NDc4MTIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:49fc0c5659f21ad97b5a7aaf688cd91ec22bdfdaa148db5b9e2bed31d3b06760/7wHSVwvQd6sPz9Y8yoPV",,
Bigen,4549228107789,بيجين بودره تشقير 28 جرام يرتفع حتى المستوى 8,Bigen Bleaching Powder 28g Lifts Up To Level 8,TAX 15%,8.48,,Hair Care,Hair Colors,Bleaching Powder,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5NDQ4NjQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:527ffe37a1e51f776273c5915e40a7eca85b886e52338ed3209c55c1fb89aee9/GxMSYsNASEGz0yGI3S9a",,
Bigen,4549228107796,بيجين بيروكسيد 118 مل المطور 20فوليوم 6%,Bigen Peroxide 118ml Developer 20V 6%,TAX 15%,8.48,,Hair Care,Hair Colors,Peroxide,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYyNzEwMDMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:fb34e03337e42a65875c0a796accee5c2dd62bcaf4d1f823ac0440226e004223/1Vz2EQWzTeGoc5LmvfXz",,
Bigen,4987205001239,بيجين صبغه شعر بودره 6 جرام BB اسود مزرق,Bigen Hair Color Powder 6g BB Blue Black,TAX 15%,6.1,,Hair Care,Hair Colors,Hair Color Powder,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NTkzNTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:b1cd966b58e5ae64425cc7de098d04f2696d673715b391fe59d9390860874d19/sTIEW70dQhSnWeZUoZea",,
Bigen,4987205001208,بيجين صبغه شعر بودره 6 جرام E شوكولا,Bigen Hair Color Powder 6g E Chocolate,TAX 15%,6.1,,Hair Care,Hair Colors,Hair Color Powder,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NTkyOTksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:7c2824f2a610f488407b8e7bb41fbb8c55826f644bd74615d3ee98582c4621c6/5PL5leIwSb6RUb6vlk7e",,
Bigen,4549228123253,بيجين صبغه لحيه للرجال 40 جرام B 100 اسود حقيقي,Bigen Beard Color 40g B 100 Real Black,TAX 15%,20.75,,Personal Care,Men's Care,Beard Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3Njk2ODksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:d3a96d23627b0493076e445ec00f93a192159959a62f8789ba337e6bbc251d07/Ct7ioESkR5Gaz7ujpuxi",,
Bigen,4549228128074,بيجين صبغه شعر نسائيه 40 جرام سبيدي بدون امونيا 30 بني غامق,Bigen Women's Hair Dye 40g Speedy Ammonia Free 30 Dark Brown,TAX 15%,13.5,,Hair Care,Hair Colors,Women's Hair Dye,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzIxNDYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:2f4de3520f043e47bbda2946371bdb740da21cd2b520bceef94ac33077fadc89/7J58AwzSO6f0h4kOkNxv",,
Bigen,4549228128104,بيجين صبغه شعر نسائيه 40 جرام سبيدي بدون امونيا 60 شقراء داكنه,Bigen Women's Hair Dye 40g Speedy Ammonia Free 60 Dark Blonde,TAX 15%,13.5,,Hair Care,Hair Colors,Women's Hair Dye,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzA2MDMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:7114b8fcd94b689809bd141471365afb9d4a7a692fb84756a06073fd0758cb5f/8xkM9IMoTnKFsEdgInbA",,
Bigen,4549228128081,بيجين صبغه شعر نسائيه 40 جرام سبيدي بدون امونيا 41 بني رمادي متوسط,Bigen Women's Hair Dye 40g Speedy Ammonia Free 41 Medium Ash Brown,TAX 15%,13.5,,Hair Care,Hair Colors,Women's Hair Dye,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3NDQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:403ec94032abf37edaf4d5384deb92190b6abdf0a7a5f759d37b47773b1d2aee/4yofoYEBTe6uRyByd3l8",,
Bigen,4549228128098,بيجين صبغه شعر نسائيه 40 جرام سبيدي بدون امونيا 50 بني فاتح,Bigen Women's Hair Dye 40g Speedy Ammonia Free 50 Light Brown,TAX 15%,13.5,,Hair Care,Hair Colors,Women's Hair Dye,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3MjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:c5159b7a3cffb3b4afb8a3f59f965bd8e380756582ad448ce326739566edc408/JJfkJJTdTKZM9RHv4IBl",,
Bigen,4549228128128,بيجين صبغه شعر نسائيه 40 جرام سبيدي بدون امونيا 70 اشقر متوسط,Bigen Women's Hair Dye 40g Speedy Ammonia Free 70 Medium Blonde,TAX 15%,13.5,,Hair Care,Hair Colors,Women's Hair Dye,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3MTAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:69d697a8bb7a6bc858c7131c9c0a266c783c689f445e93aa8104ed2a5b830557/glB62JOyTwCJ8g2VJxxz",,
Bigen,4549228128111,بيجين صبغه شعر نسائيه 40 جرام سبيدي بدون امونيا 61 اشقر رمادي غامق,Bigen Women's Hair Dye 40g Speedy Ammonia Free 61 Dark Ash Blonde,TAX 15%,13.5,,Hair Care,Hair Colors,Women's Hair Dye,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI2OTYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:5befa48b2e80f961b2f19e9d0a0cab6447901167e5f3d7357367c3756cdb25b6/vNhqW4CYRf2IOmGyPh8H",,
Bigen,4549228123260,بيجين صبغه شعر سبيدي بدون امونيا للرجال 100 اسود حقيقي,Bigen Hair Color Speedy Ammonia Free For Men 100 Real Black,TAX 15%,20.42,,Hair Care,Hair Colors,Hair Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3NTUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:dfe36f080ffe8f4074168208a23dcd0e73924b10e38ab0cb9a457db5d971a488/1cQj6A7iQpSSD7Kut3DN","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3OTUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:4bb85e5d185b52739bbc94c8fc1d0ba6817db70e2ac789c1e8c1d7b4a35c8b0a/JfqJJnauRCm4FSJj8NFH",
Bigen,4549228123246,بيجين صبغه لحيه للرجال 80 جرام B 103 بني غامق,Bigen Beard Color 80g B 103 Dark Brown,TAX 15%,35,,Personal Care,Men's Care,Beard Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzA1NTIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:2eee8fb9bc7f1de189f8dc562f5419537ef14b7a14d6f431381eb0ad2a041cec/APPF9tydQ9OTwT7tpodX",,
Bigen,4549228123239,بيجين صبغه لحيه للرجال 80 جرام B 102 اسود بني,Bigen Beard Color 80g B 102 Brown Black,TAX 15%,35,,Personal Care,Men's Care,Beard Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3Njk2NjUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:bc944e6718bf4a2ad42952c7a7e36b6492f329e7439739926e083eb8f52ebc84/GqWvgFNS0eIrkGLCPvq1",,
Bigen,4549228123222,بيجين صبغه لحيه للرجال 80 جرام B 101 اسود طبيعي,Bigen Beard Color 80g B 101 Natural Black,TAX 15%,35,,Personal Care,Men's Care,Beard Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzE0MTcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:ff21f1bbc61e95689ee074376b533de77d63e266af8e04eb4ebe121b35f6bafb/gGoekBiTRSGXGVxvRIAt",,
Bigen,4549228105709,بيجين صبغه لحيه للرجال 40 جرام B 105 بني متوسط,Bigen Beard Color 40g B 105 Medium Brown,TAX 15%,20.75,,Personal Care,Men's Care,Beard Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3Njk2ODAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:6a7f1d0927e6b4f5b1629ceb75ccf7a4ffc2092bf51640632af45bae9fecff0f/5Ow9KwHyTB6TKcjAbKKs","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3Njk3MDEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f69cc7fff4cc05138018d77d56e24d0e72d2fde0899d72e1ce08e6d87e6e4cc5/TBm9WcqRTyULllU2opte
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3Njk3MDEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f69cc7fff4cc05138018d77d56e24d0e72d2fde0899d72e1ce08e6d87e6e4cc5/tvdGe6ST0iaMxKvIkxOP",
Bigen,4549228105693,بيجين صبغه لحيه للرجال 40 جرام B 104 بني طبيعي,Bigen Beard Color 40g B 104 Natural Brown,TAX 15%,20.75,,Personal Care,Men's Care,Beard Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzA1MzksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:863d628c58775b8f562deac55692cffca3d4cf178fd46d885d9091e57925a9f0/OkCcUKg1RDWLH6EoofEV",,
Bigen,4549228104344,بيجين صبغه شعر نسائيه 40 جرام سبيدي بدون امونيا 10 اسود طبيعي,Bigen Women's Hair Dye 40g Speedy Ammonia Free 10 Natural Black,TAX 15%,13.5,,Hair Care,Hair Colors,Women's Hair Dye,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzIxMDAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:576e9435ccfb676dba22087862ac17108c46c403f42ce7ddff61166f019dedbc/Up9RAgbbSIm8ZTaVLJ81",,
Bigen,4987205937033,بيجين صبغه شعر سبيدي بدون امونيا للرجال 103 بني غامق,Bigen Hair Color Speedy Ammonia Free For Men 103 Dark Brown,TAX 15%,20.42,,Hair Care,Hair Colors,Hair Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzE0MTYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:1b4324d88ed8be1a98742afbabbdc51dbfb674f2fc3894d867ce968aa5e4d981/XPJP80PHTlKOcnnQYl71",,
Bigen,4549228104351,بيجين صبغه شعر نسائيه 40 جرام سبيدي بدون امونيا 20 اسود بني,Bigen Women's Hair Dye 40g Speedy Ammonia Free 20 Brownish Black,TAX 15%,13.5,,Hair Care,Hair Colors,Women's Hair Dye,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzE0MTksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f32646458a9dc17705811a4dd170d181f32018b91b659c7acaef738b5852e1ea/2G8RJF8lTw29YgED5iqC",,
Bigen,4987205937026,بيجين صبغه شعر سبيدي بدون امونيا للرجال 102 بني اسود,Bigen Hair Color Speedy Ammonia Free For Men 102 Brown Black,TAX 15%,20.42,,Hair Care,Hair Colors,Hair Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzA1NTcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:9c202bd2cdf3b4d5894991ce06d7a0c26f8a6560b2aad3b78eb2267c1f62ddda/P2ZK79mQnWOq4in8AOD2",,
Bigen,4987205000126,بيجين صبغه شعر 80 جرام سبيدي 881 اسود طبيعي,Bigen Hair Color 80g speedy 881 Natural Black,TAX 15%,18.75,,Hair Care,Hair Colors,Hair Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzE0MjgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:06b5f621d541458885a0b617b0f8b7e0bd9f4dd743202444725487089113ad0c/WdJqQ9jTRnyHYBDZYxwa","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzE0MzMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:104892db3677a363c1e025fe34e83b35179950d14e457cf60ad67f8d733013cf/EL8o0kMSTSiDqA3mroUQ
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzE0MzMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:104892db3677a363c1e025fe34e83b35179950d14e457cf60ad67f8d733013cf/7fcr7blmTnKWtww8fuu9",
Bigen,4549228104368,بيجين صبغه شعر نسائيه 40 جرام سبيدي بدون امونيا 40 بني متوسط,Bigen Women's Hair Dye 40g Speedy Ammonia Free 40 Medium Brown,TAX 15%,13.5,,Hair Care,Hair Colors,Women's Hair Dye,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzE0NjUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:afa2d0beac50eabc94b609a94d4f48abe5100367f9825aff0b5f12a8f62f73cb/mvKd7p11RsCPhEiYwarv",,
