PIM | Brand,UPC Code,Arabic Description,English Description,TAX  ,COST,GTIN (Internal ID),Category,Sub Category,Sub Sub Category,Image 1 URL,Image 2 URL,Image 3 URL
Loca,6287014570987,لوكا احمر الخدود 02 بيرفكت وردي,Loca Blusher 02 Perfect Pink,TAX 15%,21.54,,Makeup,Face Makeup,Blusher,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjUwMTYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e482d7add599a07df14f329654b6c44675fcaf0bdb836911f4a8503786c3d60c/Jnr0zaLdQiGWXenfc2I2","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjUwMzcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f0fb26a81849412a28c0b0fd0a748c03fd6b340642cc623c799f10b8ea9e703a/0hTFkQU7TbW007ra8GRr
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjUwMzcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f0fb26a81849412a28c0b0fd0a748c03fd6b340642cc623c799f10b8ea9e703a/4qQOGLISTuWGuXpd1AyE
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjUwMzcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f0fb26a81849412a28c0b0fd0a748c03fd6b340642cc623c799f10b8ea9e703a/i9NbavKGSs69QZgdyEK1",
Loca,6287014570994,لوكا احمر الخدود 01 وردي فاتح,Loca Blusher 01 Light Pink,TAX 15%,21.54,,Makeup,Face Makeup,Blusher,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjUwMjIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:ae43721ce34b9c89b1a7387e45d7bea1ce1690be2a927228e0d682515a50b7cc/y4dAoIAjSjujdp7HSljf","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjUwNTcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:6e607f6d466adef0f17cb73eabf0a82ec22059b8a412cc83c4a270042089e0b4/hrzkWpkfQVS8XyCVUvcz
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjUwNTcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:6e607f6d466adef0f17cb73eabf0a82ec22059b8a412cc83c4a270042089e0b4/Za8naZDUQt2JVX1fOwcE
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjUwNTcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:6e607f6d466adef0f17cb73eabf0a82ec22059b8a412cc83c4a270042089e0b4/ilxPyFquSYS9CcsahBaS",
Loca,6287014570727,لوكا اظافر صناعيه N7 طبيعي,Loca Nails N7 Natural,TAX 15%,14.3,,Makeup,Nail Accessories,Artificial Nails,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDE5MDEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:8556075e6d42feed712600e8f45ecdc9bdaad2ab6bcf89f5726e5f9cc2e39772/bbsPkuGRQfmFJh0VY3kh","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDIwMDUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:14ba8a899e7ff392f93d0090627decf2f408c86c3375f6904c2ae202c98f93c5/szAnTaxFRKmE4UOMzX0q
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDIwMDUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:14ba8a899e7ff392f93d0090627decf2f408c86c3375f6904c2ae202c98f93c5/lRBCrPnRdmDoukFuqPRg",
Loca,6287014570697,لوكا اظافر صناعيه N4 احمر,Loca Nails N4 Red,TAX 15%,14.3,,Makeup,Nail Accessories,Artificial Nails,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDI2MDYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:aa049dd555d513f7ea95e910fbbda2082ad394f8e2c7d2d6f746b4a8bb4d8055/QG9pNM8aQ5qwAIRRrclR","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDI4MTMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:541372c4654e3e96f59160a109c4cd8e186cbecb17310f8252aa03a6ffa7794b/dPioKpiVS7KOeJRt4H4t
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDI4MTMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:541372c4654e3e96f59160a109c4cd8e186cbecb17310f8252aa03a6ffa7794b/ihhlShQBTlGOZq54Fi3i",
Loca,6287014570789,لوكا اظافر صناعيه A5 شكل الموند وردي فرنسي,Loca Nails A5 Almond Shape Pink French,TAX 15%,23.65,,Makeup,Nail Accessories,Artificial Nails,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA4OTgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f7c668512f4bde9f9c86f29ad2ba50387f87a9a7f6f73aa8e7238729addf7abb/fio5VdefTMWyuBaedbiS","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA5MTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e02683bc6c00cb17e4e74f4d971c4d63baa9797646a3ef502b628eded26bdae5/HLutvbcRSa6xTH0eXFIV
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA5MTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e02683bc6c00cb17e4e74f4d971c4d63baa9797646a3ef502b628eded26bdae5/Kw6G8Sp5RFSuxr1hdiwx
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA5MTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e02683bc6c00cb17e4e74f4d971c4d63baa9797646a3ef502b628eded26bdae5/SPeVUCARXKxt1CqyD2Vw",
Loca,6287014570796,لوكا اظافر صناعيه A6 شكل اوفال,Loca Nails A6 Oval Shape,TAX 15%,23.65,,Makeup,Nail Accessories,Artificial Nails,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDEzOTYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:314ffc03ad1a3b6128a31e8ae6aeab298f4715933c3dc2115330095ed8d04ff0/BujQGKdqT9uTOoDeJBPM","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDIzNjEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:2f5eb06d6f51a8cdf1bd2bcad0f109cb6d5ee73eafab801b1ef2fd03d973254f/DbqRWLCsSV2OsgcjYwFK
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDIzNjEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:2f5eb06d6f51a8cdf1bd2bcad0f109cb6d5ee73eafab801b1ef2fd03d973254f/TMGD83ROSY60c5WedYRL
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDIzNjEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:2f5eb06d6f51a8cdf1bd2bcad0f109cb6d5ee73eafab801b1ef2fd03d973254f/OBC2wbR0QsGGeHoEnwnD",
Loca,6287014570772,لوكا اظافر صناعيه A4 شكل الموند فرنسي طبيعي,Loca Nails A4 Almond Shape Natural French,TAX 15%,23.65,,Makeup,Nail Accessories,Artificial Nails,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA1MzYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:48867a0b83ceba8596fe49a0715108b36992197f4f38f5eaf01712796b140d2f/xvZJq4aTiqTXHOXTKMnA","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA1NDEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:122d52392eb0954c5bff6a9674e3c2baa867f73d75edc552a4ab005676d673b2/DnKKfE86RnGf0vt67cgG
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA1NDEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:122d52392eb0954c5bff6a9674e3c2baa867f73d75edc552a4ab005676d673b2/8LZ4ayZQRNekrgaa17zx
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA1NDEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:122d52392eb0954c5bff6a9674e3c2baa867f73d75edc552a4ab005676d673b2/I5lRSD0GSeKqk78EFGLP",
Loca,6287014570741,لوكا اظافر صناعيه A1 شكل الموند النود,Loca Nails A1 Almond Shape Nude,TAX 15%,23.65,,Makeup,Nail Accessories,Artificial Nails,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA0OTMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:95168af6aa6ef132b4169ddcc56208493fc4dbed1dd2e46a90b29ac0880a43da/VA1QOZ3nRNuUwnPjQjF1","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA1MjIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e17fc133313664fcfcffc320c1d668503c705e65c1a5b3f2fe09f8ae55211f6d/wicMPADxSH2lSteoP8e0
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA1MjIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e17fc133313664fcfcffc320c1d668503c705e65c1a5b3f2fe09f8ae55211f6d/KRRtZTsRi6okfScVyQ8A
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA1MjIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e17fc133313664fcfcffc320c1d668503c705e65c1a5b3f2fe09f8ae55211f6d/v43VjvTRQp6SRdvAsjJM",
Loca,6287014570758,لوكا اظافر صناعيه A2 شكل الموند ابيض لؤلؤي,Loca Nails A2 Almond Shape White Pearl,TAX 15%,23.65,,Makeup,Nail Accessories,Artificial Nails,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA4OTksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:84928d432b895066d7c738bc20e69360f81cf884c941d4fdd08c9d19c10dcaae/EySyyqokQi2PaaH7eLfX","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA5MzgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:50819c692f0c0cb9d356d4773a0cac78197bc3d56625a2e95ced3161a5f93995/ZfAIjGpPTlSMzfs2h6z3
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA5MzgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:50819c692f0c0cb9d356d4773a0cac78197bc3d56625a2e95ced3161a5f93995/fCc7IXfS2evxv4otfxtQ",
Loca,6287014570581,لوكا اظافر صناعيه 26 شكل لوزي,Loca Nails 26 Almond Shape,TAX 15%,14.3,,Makeup,Nail Accessories,Artificial Nails,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxMTYyNzU5NDMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:8ccd3975bb197047404e66301e83ec7fa7e7d02c9acffa0844e0e4ffae823d64/VDHATUzqRfmv5vsN38ea","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxMTYyNzU5NzgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:d91947ce9a5d7b03ec5e9b09d00451c57596d7960a8379cbc21fc1866b8105de/TYeXxjEDS4a2U5s6zilh
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxMTYyNzU5NzgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:d91947ce9a5d7b03ec5e9b09d00451c57596d7960a8379cbc21fc1866b8105de/BQyfcrzTxcSIxLLLnOyA",
Loca,6287014570130,لوكا اظافر صناعيه 6 شكل كوفن,Loca Nails 6 Coffin Shape,TAX 15%,14.3,,Makeup,Nail Accessories,Artificial Nails,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ4MzI4NTYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:5f9399550adbc0e27c140a58d71793267d566a05daf83683d1dd7afaf4a47c95/Tn1w7w74SfCQmueEschc","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ4MzI4NjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:3dbabef222e3d6609aa5ee7964956ef9dc1e54996ae3f3cc70f7c2385a9f1e92/vrJF4VOlQwSkkWTNzXS4
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ4MzI4NjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:3dbabef222e3d6609aa5ee7964956ef9dc1e54996ae3f3cc70f7c2385a9f1e92/n1iK9QDRVaui8rkePlLX
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ4MzI4NjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:3dbabef222e3d6609aa5ee7964956ef9dc1e54996ae3f3cc70f7c2385a9f1e92/15gwpvGmSsiHiBMu1mQt",
Loca,6287014570383,لوكا اظافر صناعيه T1 شكل طبيعي,Loca Nails T1 Natural Shape,TAX 15%,14.3,,Makeup,Nail Accessories,Artificial Nails,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA5MTMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:6e75058b7b59941c52b7a1c3012ae0963d5325312d49fd3a1ebe596428052282/TNPj7CD6RhSfN9UESkf5","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA5MTgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:8c4e2c3c79aae5e9dd9ca86e8a0ce5cf3b8b4feb7ea4d20c9f93be7bd5d4139a/OqNHiZb7SdKxnQtWTSHm
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA5MTgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:8c4e2c3c79aae5e9dd9ca86e8a0ce5cf3b8b4feb7ea4d20c9f93be7bd5d4139a/XkNZ26TCS2qvNOJakmfE
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwNjA5MTgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:8c4e2c3c79aae5e9dd9ca86e8a0ce5cf3b8b4feb7ea4d20c9f93be7bd5d4139a/APDjQz5ITOq9WsHTT4Id",
Loca,6287014570505,لوكا طلاء اظافر وينر لاصق عنابي,Loca Nail Polish Winner Adhesive Burgundy,TAX 15%,13.5,,Makeup,Nail Accessories,Nail Polish,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxMTYyNzU5MjEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:4037c9d14c10a36580f2cd67062567b51458eb78d5df5e27d8a406834157a13a/nipCVPYZTembexen1n9K","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxMTYyNzU5MjgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e1cd73eacb90322ea1b21a36779fb523f51d0cac458a8ba59dc7e843a5f68917/UmhZ6scFQbuCNVZfTejk
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxMTYyNzU5MjgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e1cd73eacb90322ea1b21a36779fb523f51d0cac458a8ba59dc7e843a5f68917/HMupaKphRvSps9DxSyig
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxMTYyNzU5MjgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e1cd73eacb90322ea1b21a36779fb523f51d0cac458a8ba59dc7e843a5f68917/WbPYqGqHSkS493VKvrWz",
Loca,6287014570178,لوكا اظافر صناعيه 13 شكل اوفال,Loca Nails 13 Oval Shape,TAX 15%,14.3,,Makeup,Nail Accessories,Artificial Nails,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDE2MzcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:da3900eb3377be5a7d8995d4fa1b1e56b661e4e6f5fb3dfecd12b5f37c0e734c/IZBtd8iT42N536feR8co","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDIxNzUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:87acae82d50fc3b07785c2f66a503720c8f2bef565a2586d9eb00215419bd3cd/O2fiRDaShiNwEENO0CC0
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDIxNzUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:87acae82d50fc3b07785c2f66a503720c8f2bef565a2586d9eb00215419bd3cd/pqmPdetfSfaHOVSNzD5f
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDIxNzUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:87acae82d50fc3b07785c2f66a503720c8f2bef565a2586d9eb00215419bd3cd/5wPWTYBSJuDZhdETAeZQ",
Loca,6287014570437,لوكا اظافر صناعيه 21 شكل اوفال,Loca Nails 21 Oval Shape,TAX 15%,14.3,,Makeup,Nail Accessories,Artificial Nails,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDE0MDIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:a329a89b9d6e8aec891e53bf0752f83cc638e8941715a7f52c6046e5365a7232/mbkyf4qLSKakh1uL1gMR","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDI0MzksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:82ad1e4cdd0f930e32daf3f8f3e6e64b2027db42e4ecc57d7372455ba847a8e5/U9bxift9TBSoqso1NLKY
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDI0MzksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:82ad1e4cdd0f930e32daf3f8f3e6e64b2027db42e4ecc57d7372455ba847a8e5/7KJe0B9CSCOCHX6UPCdw
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMxNzEwMDI0MzksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:82ad1e4cdd0f930e32daf3f8f3e6e64b2027db42e4ecc57d7372455ba847a8e5/o1wXaVeTSLneolL75RVp",
